Year,County_FIPS,BUYER_COUNTY,Morphine_equ,State
2010,39103,MEDINA,59371.52982817625,OH
2010,39105,MEIGS,14323.51573499993,OH
2010,39107,MERCER,6369.498227700064,OH
2010,39109,MIAMI,23136.522750225602,OH
2010,39111,MONROE,3185.20790250001,OH
2010,39113,MONTGOMERY,211575.52587310493,OH
2010,39115,MORGAN,2656.213275000004,OH
2010,39117,MORROW,7308.175462500052,OH
2010,39119,MUSKINGUM,45901.107431327335,OH
2010,39121,NOBLE,5104.722116362534,OH
2010,39123,OTTAWA,12648.30124567513,OH
2010,39125,PAULDING,2661.7221825000092,OH
2010,39127,PERRY,17742.670065000148,OH
2010,39129,PICKAWAY,25627.78961636279,OH
2010,39131,PIKE,16333.896087712705,OH
2010,39133,PORTAGE,40540.304646564306,OH
2010,39135,PREBLE,14578.1914015878,OH
2010,39137,PUTNAM,5834.555790000081,OH
2010,39139,RICHLAND,44613.55344453829,OH
2010,39141,ROSS,57321.92316453865,OH
2010,39143,SANDUSKY,18039.2417297628,OH
2010,39145,SCIOTO,82634.03868997704,OH
2010,39147,SENECA,17016.642432712797,OH
2010,39149,SHELBY,11164.785562500147,OH
2010,39151,STARK,131021.15412631165,OH
2010,39153,SUMMIT,246299.11107383898,OH
2010,39155,TRUMBULL,163293.05754604944,OH
2010,39157,TUSCARAWAS,24286.58663021303,OH
2010,39159,UNION,19190.27913750029,OH
2010,39161,VAN WERT,6326.156400000053,OH
2010,39163,VINTON,1634.4965625000063,OH
2010,39165,WARREN,83791.63360800564,OH
2010,39167,WASHINGTON,22698.693692250745,OH
2010,39169,WAYNE,26367.01288657555,OH
2010,39171,WILLIAMS,6722.942565000117,OH
2010,39173,WOOD,36787.38237656368,OH
2010,39175,WYANDOT,2990.802015000022,OH
2011,39001,ADAMS,13083.464666812544,OH
2011,39003,ALLEN,27930.213188626003,OH
2011,39005,ASHLAND,9369.376466587535,OH
2011,39007,ASHTABULA,62238.96675315024,OH
2011,39009,ATHENS,30559.98564360077,OH
2011,39011,AUGLAIZE,8744.33729295013,OH
2011,39013,BELMONT,47066.42208588904,OH
2011,39015,BROWN,20986.00048567512,OH
2011,39017,BUTLER,276035.2191038433,OH
2011,39019,CARROLL,4243.202546362519,OH
2011,39021,CHAMPAIGN,10312.99178133766,OH
2011,39023,CLARK,53500.267624727116,OH
2011,39025,CLERMONT,101547.8938779439,OH
2011,39027,CLINTON,24706.731061575694,OH
2011,39029,COLUMBIANA,36715.16522295188,OH
2011,39031,COSHOCTON,9384.518407500107,OH
2011,39033,CRAWFORD,13713.989359087698,OH
2011,39035,CUYAHOGA,394182.76028006687,OH
2011,39037,DARKE,9862.61330748772,OH
2011,39039,DEFIANCE,9745.544249737666,OH
2011,39041,DELAWARE,72041.54146537822,OH
2011,39043,ERIE,33597.03501543865,OH
2011,39045,FAIRFIELD,60077.64691181503,OH
2011,39047,FAYETTE,14511.585225000119,OH
2011,39049,FRANKLIN,649619.9195726912,OH
2011,39051,FULTON,10162.030755000165,OH
2011,39053,GALLIA,24569.612178862808,OH
2011,39055,GEAUGA,21656.916225900542,OH
2011,39057,GREENE,56227.176774078,OH
2011,39059,GUERNSEY,22170.641097037817,OH
2011,39061,HAMILTON,415780.5018873914,OH
2011,39063,HANCOCK,17780.017713862857,OH
2011,39065,HARDIN,9668.387677500092,OH
2011,39067,HARRISON,3704.81837636252,OH
2011,39069,HENRY,4988.614068862533,OH
2011,39071,HIGHLAND,25575.87460953826,OH
2011,39073,HOCKING,11508.607702500094,OH
2011,39075,HOLMES,3005.454697500015,OH
2011,39077,HURON,28165.34308136308,OH
2011,39079,JACKSON,30482.424109725336,OH
2011,39081,JEFFERSON,41618.851864538425,OH
2011,39083,KNOX,29148.95878522573,OH
2011,39085,LAKE,91843.06553126566,OH
2011,39087,LAWRENCE,27695.381831362887,OH
2011,39089,LICKING,55364.46430159026,OH
2011,39091,LOGAN,15742.464026812739,OH
2011,39093,LORAIN,93965.47876770647,OH
2011,39095,LUCAS,226690.6356718939,OH
2011,39097,MADISON,16172.24559022512,OH
2011,39099,MAHONING,135044.84135311164,OH
2011,39101,MARION,20257.739772487912,OH
2011,39103,MEDINA,63027.46721407692,OH
2011,39105,MEIGS,13216.151471587475,OH
2011,39107,MERCER,6196.09011633756,OH
2011,39109,MIAMI,24241.47015135087,OH
2011,39111,MONROE,3053.1160838625105,OH
2011,39113,MONTGOMERY,216191.418383584,OH
2011,39115,MORGAN,3550.3947900000107,OH
2011,39117,MORROW,7636.8019993125545,OH
2011,39119,MUSKINGUM,49372.56696588982,OH
2011,39121,NOBLE,4873.586050200037,OH
2011,39123,OTTAWA,12802.080373837704,OH
2011,39125,PAULDING,2521.407067500001,OH
2011,39127,PERRY,16658.964469087605,OH
2011,39129,PICKAWAY,26120.696820000307,OH
2011,39131,PIKE,16956.519799987636,OH
2011,39133,PORTAGE,43245.58135406437,OH
2011,39135,PREBLE,15408.84088908783,OH
2011,39137,PUTNAM,6282.745077037624,OH
2011,39139,RICHLAND,43201.37980725098,OH
2011,39141,ROSS,54874.35324090102,OH
2011,39143,SANDUSKY,18788.78554908784,OH
2011,39145,SCIOTO,48236.20133317682,OH
2011,39147,SENECA,19730.325251812967,OH
2011,39149,SHELBY,11095.118865000177,OH
2011,39151,STARK,142058.417846713,OH
2011,39153,SUMMIT,250221.43280067784,OH
2011,39155,TRUMBULL,156793.75290878647,OH
2011,39157,TUSCARAWAS,27165.203473163227,OH
2011,39159,UNION,21666.930615000423,OH
2011,39161,VAN WERT,7016.869657725084,OH
2011,39163,VINTON,1720.391475000004,OH
2011,39165,WARREN,81914.85657390495,OH
2011,39167,WASHINGTON,25130.84619022593,OH
2011,39169,WAYNE,27478.270924988265,OH
2011,39171,WILLIAMS,7396.599945000143,OH
2011,39173,WOOD,33730.892008388415,OH
2011,39175,WYANDOT,3264.6652163625176,OH
2012,39001,ADAMS,12020.049457500025,OH
2012,39003,ALLEN,25824.565099988376,OH
2012,39005,ASHLAND,9015.614581350106,OH
2012,39007,ASHTABULA,57269.0349265499,OH
2012,39009,ATHENS,33215.81944087598,OH
2012,39011,AUGLAIZE,8824.648213387674,OH
2012,39013,BELMONT,47082.43924702629,OH
2012,39015,BROWN,20095.081432500054,OH
2012,39017,BUTLER,298141.14393770695,OH
2012,39019,CARROLL,3667.5736427250126,OH
2012,39021,CHAMPAIGN,10840.215814950163,OH
2012,39023,CLARK,48946.34043630183,OH
2012,39025,CLERMONT,96496.72125675579,OH
2012,39027,CLINTON,23119.88928022561,OH
2012,39029,COLUMBIANA,39611.793412727,OH
2012,39031,COSHOCTON,9820.061805000074,OH
2012,39033,CRAWFORD,12554.135075212705,OH
2012,39035,CUYAHOGA,376995.95287668786,OH
2012,39037,DARKE,9582.859317712671,OH
2012,39039,DEFIANCE,10800.135646087663,OH
2012,39041,DELAWARE,50285.37098741468,OH
2012,39043,ERIE,34673.38964130096,OH
2012,39045,FAIRFIELD,60273.64068697718,OH
2012,39047,FAYETTE,13334.629706362644,OH
2012,39049,FRANKLIN,611920.2770784893,OH
2012,39051,FULTON,10723.574786362715,OH
2012,39053,GALLIA,23343.442034062704,OH
2012,39055,GEAUGA,22785.169164075654,OH
2012,39057,GREENE,55584.6600779279,OH
2012,39059,GUERNSEY,22675.64680181282,OH
2012,39061,HAMILTON,398513.43880523357,OH
2012,39063,HANCOCK,16966.445955450294,OH
2012,39065,HARDIN,9283.703572500106,OH
2012,39067,HARRISON,3624.019455000014,OH
2012,39069,HENRY,4843.282451362519,OH
2012,39071,HIGHLAND,24007.172707500547,OH
2012,39073,HOCKING,12521.826547500103,OH
2012,39075,HOLMES,2645.88565500002,OH
2012,39077,HURON,28775.78006681304,OH
2012,39079,JACKSON,30817.06275000035,OH
2012,39081,JEFFERSON,42442.43212428848,OH
2012,39083,KNOX,22911.934695675514,OH
2012,39085,LAKE,88520.128365791,OH
2012,39087,LAWRENCE,27368.16436500027,OH
2012,39089,LICKING,54634.522050002895,OH
2012,39091,LOGAN,14247.3264302251,OH
2012,39093,LORAIN,95499.7700649436,OH
2012,39095,LUCAS,221876.54169615716,OH
2012,39097,MADISON,16423.088067487733,OH
2012,39099,MAHONING,136845.85539841198,OH
2012,39101,MARION,21338.03500953794,OH
2012,39103,MEDINA,62485.63750042658,OH
2012,39105,MEIGS,11104.289347500093,OH
2012,39107,MERCER,5687.7858274875525,OH
2012,39109,MIAMI,27324.122782613456,OH
2012,39111,MONROE,2983.702980000015,OH
2012,39113,MONTGOMERY,214011.9796019894,OH
2012,39115,MORGAN,4130.944987500028,OH
2012,39117,MORROW,7957.199405437561,OH
2012,39119,MUSKINGUM,51910.988297664466,OH
2012,39121,NOBLE,5068.566259950028,OH
2012,39123,OTTAWA,12940.994821575223,OH
2012,39125,PAULDING,2699.662230000007,OH
2012,39127,PERRY,17147.352787725238,OH
